"texto","categoria"
"Asunto: Convocatoria gobierno Corea del Sur. El gobierno de Corea del Sur ofrece becas para estudios de pregrado. Beneficiarios: estudiantes con promedio superior a 4.0.","intercambio"
"Asunto: Calificación proyecto final. Tu nota del proyecto final de Algebra Lineal ya está disponible. Comentarios y retroalimentación en Microsoft Teams.","nota"
"Asunto: Encuesta de satisfacción. Apreciado estudiante, dedique 5 minutos a responder la encuesta de satisfacción institucional. Su opinión es muy importante para nosotros.","otro"
"Asunto: Programa de tutorías. La oficina de Bienestar ofrece tutorías gratuitas en Circuitos Eléctricos II. Inscríbete antes del 27 de noviembre.","otro"
"Asunto: Encuesta clima organizacional. La oficina de Talento Humano realiza encuesta sobre clima organizacional. Tu participación es voluntaria pero valiosa.","otro"
"Asunto: Ceremonia de grados. Invitación a la ceremonia de grados del periodo 2026-1. Fecha: 25 de mayo, 7:00 PM, Teatro Pablo Tobón Uribe.","evento"
"Asunto: Mantenimiento del campus. El bloque A estará cerrado el jueves por mantenimiento eléctrico. Las clases se trasladarán al bloque B.","anuncio"
"Asunto: Reporte de notas semestre. El reporte oficial de notas del semestre ya está disponible para descarga en el portal estudiantil.","nota"
"Asunto: Tarea Moodle - Modelado 3D. Se habilitó en Moodle la tarea sobre arrays. Tienen hasta el miércoles para resolverla. Solo un intento permitido.","tarea"
"Asunto: Distinción Cum Laude. Felicitaciones, ha alcanzado la distinción Cum Laude por su rendimiento académico sobresaliente durante toda la carrera.","logro"
"Asunto: Servicio de transporte. La ruta universitaria modifica su recorrido a partir del 8 de agosto. Consulta los nuevos paraderos.","otro"
"Asunto: Renovación carné estudiantil. Recordatorio: tu carné estudiantil vence pronto. Acércate a la oficina de Bienestar para renovarlo.","otro"
"Asunto: Beca DAAD disponible. Se encuentra abierta la convocatoria para la beca DAAD dirigida a estudiantes destacados que deseen estudiar en Japón. Plazo: 3 de mayo.","intercambio"
"Asunto: Tarea Moodle - Ergonomía. Se habilitó en Moodle la tarea sobre recursividad. Tienen hasta el viernes para resolverla. Solo un intento permitido.","tarea"
"Asunto: Nueva tarea en Moodle - Circuitos Eléctricos II. Apreciado estudiante, el docente Jorge Iván Salazar ha publicado una nueva actividad para la materia Circuitos Eléctricos II. Fecha límite de entrega: martes 2 de abril. Por favor revisar la guía adjunta.","tarea"
"Asunto: Entrega proyecto integrador. Recordatorio importante: la primera entrega del proyecto integrador de Cálculo II es este martes 8 de septiembre. Subir avance en Moodle.","tarea"
"Asunto: Notas práctica laboratorio. Las calificaciones de las prácticas de laboratorio de Desarrollo Web fueron publicadas en Canvas.","nota"
"Asunto: Recolección de firmas. Se está recolectando firmas para una propuesta estudiantil sobre salud mental. Apoye en la oficina del consejo estudiantil.","otro"
"Asunto: Primer lugar concurso. Su equipo obtuvo el primer lugar en el concurso de investigación representando a la institución. Felicitaciones.","logro"
"Asunto: Inicio de matrículas 2026-1. La oficina de Registro y Control Académico informa que las matrículas para el periodo 2026-1 inician el 17 de abril.","anuncio"
"Asunto: Beca completa estudios exterior. Convocatoria para beca completa de estudios en universidades de Japón. Cubre matrícula, manutención y tiquetes.","intercambio"
"Asunto: Atención psicológica gratuita. Bienestar Universitario ofrece atención psicológica gratuita a estudiantes. Solicita tu cita en la oficina.","otro"
"Asunto: Recordatorio entrega Emprendimiento. Recuerda que la entrega del taller 6 de Emprendimiento vence este viernes. Sube tu trabajo en Google Classroom antes de las 11:59 PM. Atentamente, Luisa Fernanda Ríos.","tarea"
"Asunto: Beca de excelencia otorgada. Felicitaciones, ha sido seleccionado como beneficiario de la beca de excelencia académica del Pascual Bravo para el periodo 2026-1.","logro"
"Asunto: Resultado parcial Circuitos Eléctricos II. Estudiante, el resultado de tu parcial 3 de Circuitos Eléctricos II ya está cargado. Profesor Carlos Restrepo.","nota"
"Asunto: Reciclaje campus. Únete al programa de reciclaje del Pascual Bravo. Puntos ecológicos disponibles en todos los bloques.","otro"
"Asunto: Mantenimiento del campus. El bloque A estará cerrado el sábado por mantenimiento eléctrico. Las clases se trasladarán al bloque D.","anuncio"
"Asunto: Evento cultural - Festival de música. La oficina de Bienestar invita al Festival de Música del Pascual Bravo. Bandas estudiantiles, entrada libre.","evento"
"Asunto: Nueva política de asistencia. La facultad informa que se aplicará nueva política de asistencia. La inasistencia superior al 20% causa pérdida automática de la materia.","anuncio"
"Asunto: Doble titulación con universidad de Canadá. Nueva oportunidad: programa de doble titulación con la Universidad de Barcelona en Canadá. Reuniones informativas próximamente.","intercambio"
"Asunto: Coloquio de investigación. Estudiantes investigadores presentarán sus proyectos en el coloquio anual. martes 3 de enero, auditorio menor.","evento"
"Asunto: Práctica de laboratorio Resistencia de Materiales. Estudiantes, para la próxima sesión de Resistencia de Materiales deben traer el preinforme de la práctica 8 sobre recursividad. Sin preinforme no se permite el ingreso al laboratorio.","tarea"
"Asunto: Beca DAAD para Alemania. La beca DAAD ofrece la posibilidad de estudiar un semestre en universidades alemanas. Postulaciones hasta el 13 de agosto.","intercambio"
"Asunto: Suspensión actividades clima. Por condiciones climáticas adversas, las actividades académicas del sábado se suspenden. Reprogramación pendiente.","anuncio"
"Asunto: Taller práctico internet de las cosas. La facultad organiza taller práctico de internet de las cosas dirigido por Mónica Bedoya. Cupos limitados, inscripción previa requerida.","evento"
"Asunto: Curso de verano internacional. Cursos de verano en universidades de Brasil con créditos homologables. Oportunidad de movilidad corta.","intercambio"
"Asunto: Notas práctica laboratorio. Las calificaciones de las prácticas de laboratorio de Hidráulica y Neumática fueron publicadas en SICAU.","nota"
"Asunto: Calificación proyecto final. Tu nota del proyecto final de Programación II ya está disponible. Comentarios y retroalimentación en SICAU.","nota"
"Asunto: Actualización reglamento estudiantil. La Vicerrectoría Académica comunica modificaciones al reglamento estudiantil. Vigencia desde 3 de diciembre.","anuncio"
"Asunto: Promedio acumulado actualizado. Tu promedio acumulado fue actualizado tras el cierre del periodo. Consulta tu situación académica en SICAU.","nota"
"Asunto: Oportunidad doble titulación. Programa de doble titulación con la Universidad Politécnica de Milán. Requisitos en la oficina de Relaciones Internacionales.","intercambio"
"Asunto: Movilidad estudiantil internacional. La Institución informa que la convocatoria de movilidad estudiantil hacia Australia para el semestre 2026-1 ya está abierta.","intercambio"
"Asunto: Calificación proyecto final. Tu nota del proyecto final de Ergonomía ya está disponible. Comentarios y retroalimentación en Canvas.","nota"
"Asunto: Invitación: Conferencia de energías renovables. El Pascual Bravo invita a toda la comunidad estudiantil a la conferencia 'El futuro de la IA en Colombia' el miércoles 25 de junio a las 11:00 PM en el auditorio principal.","evento"
"Asunto: Material disponible biblioteca. Nuevo material bibliográfico disponible sobre uso de plataformas digitales en la biblioteca. Aprovecha estos recursos para tus proyectos.","otro"
"Asunto: Requisitos de grado actualizados. Los requisitos para optar al título de Tecnología en Producción Industrial han sido actualizados. Consulta los nuevos lineamientos en la oficina de Registro.","anuncio"
"Asunto: Charla de emprendimiento. Egresados destacados del Pascual Bravo compartirán sus experiencias el sábado 9 en el auditorio. Entrada libre.","evento"
"Asunto: Cambio plan estudios. Recordatorio: si cambiaste de plan de estudios, valida tus materias en la oficina de Registro y Control.","otro"
"Asunto: Programa de movilidad - Erasmus+. La beca Erasmus+ financia estudios de pregrado en universidades de Portugal. Postulación abierta.","intercambio"
"Asunto: Inicio de matrículas 2027-1. La oficina de Registro y Control Académico informa que las matrículas para el periodo 2027-1 inician el 22 de octubre.","anuncio"
"Asunto: Modificación calendario académico. El calendario académico fue modificado. Nueva fecha de finalización del semestre: 26 de febrero.","anuncio"
"Asunto: Trabajo final Cálculo III. Estudiantes del grupo G4A, se ha asignado el trabajo final de Cálculo III. Es en grupos de máximo 3 personas. Plazo de entrega: 10 de diciembre. Pesos: 30% de la nota definitiva.","tarea"
"Asunto: Curso de extensión. La Institución ofrece curso de extensión en sostenibilidad. Inscripciones abiertas para estudiantes y comunidad externa.","otro"
"Asunto: Notas sustentación proyecto. Las notas de la sustentación del proyecto integrador fueron publicadas por el profesor Jorge Iván Salazar.","nota"
"Asunto: Renovación de carné. Se recuerda a los estudiantes que deben renovar su carné estudiantil en la oficina de Bienestar antes del 27 de junio.","anuncio"
"Asunto: Inicio de matrículas 2026-1. La oficina de Registro y Control Académico informa que las matrículas para el periodo 2026-1 inician el 6 de noviembre.","anuncio"
"Asunto: Notas sustentación proyecto. Las notas de la sustentación del proyecto integrador fueron publicadas por el profesor Hernán Darío Pérez.","nota"
"Asunto: Hackathon Pascual Bravo 2026. Se abren inscripciones para el Hackathon institucional. Premios para los tres primeros lugares. Fecha: 8 y 21 de julio.","evento"
"Asunto: Proyecto seleccionado expo. Su proyecto integrador fue seleccionado entre los mejores del semestre y será expuesto en la muestra institucional.","logro"
"Asunto: Práctica de laboratorio Ética Profesional. Estudiantes, para la próxima sesión de Ética Profesional deben traer el preinforme de la práctica 7 sobre derivadas. Sin preinforme no se permite el ingreso al laboratorio.","tarea"
"Asunto: Promedio acumulado actualizado. Tu promedio acumulado fue actualizado tras el cierre del periodo. Consulta tu situación académica en SICAU.","nota"
"Asunto: Paro académico. Se informa a la comunidad estudiantil que se ha decretado paro académico por mantenimiento general. Las clases se reanudarán el 1 de junio.","anuncio"
"Asunto: Quiz programado Sistemas de Potencia. Recordatorio: el próximo sábado se realizará el quiz 4 de Sistemas de Potencia. Temas a evaluar: circuitos RLC. Material de apoyo disponible en Microsoft Teams.","tarea"
"Asunto: Calificación publicada - Inteligencia Artificial. Se ha publicado tu calificación del parcial 3 de Inteligencia Artificial. Puedes consultarla ingresando a SICAU con tu usuario institucional.","nota"
"Asunto: Entrega informe final Constitución Política. Profesor Ana Maria Gómez recuerda que el informe final debe entregarse impreso y digital antes del 21 de junio.","tarea"
"Asunto: Taller práctico Inteligencia Artificial. La facultad organiza taller práctico de Inteligencia Artificial dirigido por Ana Maria Gómez. Cupos limitados, inscripción previa requerida.","evento"
"Asunto: Quiz programado Química General. Recordatorio: el próximo viernes se realizará el quiz 8 de Química General. Temas a evaluar: POO. Material de apoyo disponible en Canvas.","tarea"
"Asunto: Reconocimiento liderazgo. La oficina de Bienestar le reconoce por su destacado liderazgo estudiantil durante el periodo 2026-1. Felicitaciones.","logro"
"Asunto: Modificación calendario académico. El calendario académico fue modificado. Nueva fecha de finalización del semestre: 2 de abril.","anuncio"
"Asunto: Entrega informe final Estadística. Profesor Catalina Ospina recuerda que el informe final debe entregarse impreso y digital antes del 2 de julio.","tarea"
"Asunto: Feria del libro académico. Se realizará la Feria del Libro Académico con descuentos especiales en libros técnicos y de ingeniería.","evento"
"Asunto: Nueva política de asistencia. La facultad informa que se aplicará nueva política de asistencia. La inasistencia superior al 20% causa pérdida automática de la materia.","anuncio"
"Asunto: Coloquio de investigación. Estudiantes investigadores presentarán sus proyectos en el coloquio anual. viernes 15 de diciembre, auditorio menor.","evento"
"Asunto: Feria de prácticas profesionales. La oficina de Extensión invita a la Feria de Prácticas Profesionales 2027 con la participación de empresas como Bancolombia, MercadoLibre y otras.","evento"
"Asunto: Informe de laboratorio Programación II. Profesor Andrés Felipe Quintero solicita el informe de la práctica 7 antes del 26 de marzo. Formato APA, máximo 10 páginas.","tarea"
"Asunto: Curso de verano internacional. Cursos de verano en universidades de Japón con créditos homologables. Oportunidad de movilidad corta.","intercambio"
"Asunto: Notas práctica laboratorio. Las calificaciones de las prácticas de laboratorio de Física II fueron publicadas en Canvas.","nota"
"Asunto: Selección representante. Ha sido seleccionado para representar al Pascual Bravo en el congreso nacional de estudiantes de ingeniería. Felicitaciones.","logro"
"Asunto: Informe de laboratorio Emprendimiento. Profesor Mónica Bedoya solicita el informe de la práctica 8 antes del 15 de febrero. Formato APA, máximo 10 páginas.","tarea"
"Asunto: Cambio contraseña institucional. Por seguridad, debe cambiar su contraseña del correo institucional cada 90 días. Plazo: 6 de mayo.","otro"
"Asunto: Cambio plan estudios. Recordatorio: si cambiaste de plan de estudios, valida tus materias en la oficina de Registro y Control.","otro"
"Asunto: Renovación de carné. Se recuerda a los estudiantes que deben renovar su carné estudiantil en la oficina de Bienestar antes del 27 de febrero.","anuncio"
"Asunto: Resultado parcial Programación II. Estudiante, el resultado de tu parcial 3 de Programación II ya está cargado. Profesor Mauricio Cardona.","nota"
"Asunto: Resultado parcial Máquinas Eléctricas. Estudiante, el resultado de tu parcial 3 de Máquinas Eléctricas ya está cargado. Profesor Jorge Iván Salazar.","nota"
"Asunto: Entrega informe final Circuitos Eléctricos II. Profesor Beatriz Elena Ruiz recuerda que el informe final debe entregarse impreso y digital antes del 9 de marzo.","tarea"
"Asunto: Notas finales Emprendimiento. Las notas finales de Emprendimiento ya están disponibles en SICAU. Plazo para reclamos: 3 días hábiles después de la publicación.","nota"
"Asunto: Rueda de negocios estudiantil. Oportunidad para estudiantes emprendedores: rueda de negocios con inversionistas el 26 de septiembre.","evento"
"Asunto: Calificación habilitación Estructuras de Datos. Estudiante, tu calificación de la habilitación de Estructuras de Datos fue publicada. Consulta SICAU.","nota"
"Asunto: Cambio de modalidad clases. Las clases de Bases de Datos pasan a modalidad virtual a partir del 24 de mayo hasta nuevo aviso.","anuncio"
"Asunto: Pasantía en el extranjero. La oficina de Internacionalización ofrece pasantías profesionales en empresas de Italia para estudiantes en último semestre.","intercambio"
"Asunto: Notas finales Química General. Las notas finales de Química General ya están disponibles en SICAU. Plazo para reclamos: 3 días hábiles después de la publicación.","nota"
"Asunto: Resultado examen supletorio. El resultado del examen supletorio de Inglés III ya fue cargado al sistema académico.","nota"
"Asunto: Hackathon Pascual Bravo 2027. Se abren inscripciones para el Hackathon institucional. Premios para los tres primeros lugares. Fecha: 6 y 2 de abril.","evento"
"Asunto: Cambio de horario. Comunicado oficial: el horario de Estadística cambia a partir de la próxima semana. Nuevo horario: martes de 11:00 AM a 2:00 PM.","anuncio"
"Asunto: Informe de laboratorio Programación II. Profesor Mauricio Cardona solicita el informe de la práctica 3 antes del 27 de diciembre. Formato APA, máximo 10 páginas.","tarea"
"Asunto: Informe de laboratorio Mecánica de Materiales. Profesor Paula Andrea Cano solicita el informe de la práctica 4 antes del 13 de julio. Formato APA, máximo 10 páginas.","tarea"
"Asunto: Mención honorífica. El consejo académico le otorga mención honorífica por su trabajo de grado titulado 'Sistema de energías renovables'.","logro"
"Asunto: Semana de la Ingeniería. Del 3 al 4 de diciembre se celebra la Semana de la Ingeniería con conferencias, talleres y actividades culturales.","evento"
"Asunto: Modificación calendario académico. El calendario académico fue modificado. Nueva fecha de finalización del semestre: 26 de marzo.","anuncio"
"Asunto: Recolección de firmas. Se está recolectando firmas para una propuesta estudiantil sobre sostenibilidad. Apoye en la oficina del consejo estudiantil.","otro"
"Asunto: Reconocimiento académico. La Institución Universitaria Pascual Bravo le reconoce como estudiante destacado del periodo 2025-2 por su excelente rendimiento.","logro"
"Asunto: Beca completa estudios exterior. Convocatoria para beca completa de estudios en universidades de Australia. Cubre matrícula, manutención y tiquetes.","intercambio"
"Asunto: Activación cuenta egresados. Estimado próximo egresado, active su cuenta de egresado para acceder a beneficios exclusivos.","otro"
"Asunto: Corrección de nota Redes de Computadores. Tu nota del parcial 4 de Redes de Computadores fue corregida tras la reclamación. Nueva calificación disponible en SICAU.","nota"
"Asunto: Informe de laboratorio Diseño Industrial I. Profesor Juan Pablo Vélez solicita el informe de la práctica 6 antes del 28 de mayo. Formato APA, máximo 10 páginas.","tarea"
"Asunto: Modificación calendario académico. El calendario académico fue modificado. Nueva fecha de finalización del semestre: 22 de febrero.","anuncio"
"Asunto: Oportunidad doble titulación. Programa de doble titulación con la Universidad Politécnica de Madrid. Requisitos en la oficina de Relaciones Internacionales.","intercambio"
"Asunto: Hackathon Pascual Bravo 2027. Se abren inscripciones para el Hackathon institucional. Premios para los tres primeros lugares. Fecha: 3 y 14 de julio.","evento"
"Asunto: Calificación examen final. Puedes consultar tu nota del examen final de Ergonomía en el portal estudiantil. Cualquier reclamación debe radicarse antes del 27 de diciembre.","nota"
"Asunto: Reconocimiento liderazgo. La oficina de Bienestar le reconoce por su destacado liderazgo estudiantil durante el periodo 2026-1. Felicitaciones.","logro"
"Asunto: Actualización reglamento estudiantil. La Vicerrectoría Académica comunica modificaciones al reglamento estudiantil. Vigencia desde 26 de febrero.","anuncio"
"Asunto: Parcial 2 Estadística. El segundo parcial de Estadística será el miércoles 10 de marzo. Temas: circuitos RLC. Llevar calculadora y documento de identidad.","tarea"
"Asunto: Cambio de modalidad clases. Las clases de Programación I pasan a modalidad virtual a partir del 20 de enero hasta nuevo aviso.","anuncio"
"Asunto: Día de la Innovación. Muestra de proyectos estudiantiles innovadores. 1 de julio, plazoleta principal del campus.","evento"
"Asunto: Parcial 2 Ergonomía. El segundo parcial de Ergonomía será el viernes 3 de abril. Temas: recursividad. Llevar calculadora y documento de identidad.","tarea"
"Asunto: Servicio de transporte. La ruta universitaria modifica su recorrido a partir del 19 de diciembre. Consulta los nuevos paraderos.","otro"
"Asunto: Nuevo menú cafetería. Te invitamos a conocer el nuevo menú de la cafetería universitaria. Opciones saludables y económicas para estudiantes.","otro"
"Asunto: Entrega informe final Cálculo III. Profesor Natalia Zapata recuerda que el informe final debe entregarse impreso y digital antes del 21 de abril.","tarea"
"Asunto: Recolección de firmas. Se está recolectando firmas para una propuesta estudiantil sobre alimentación saludable. Apoye en la oficina del consejo estudiantil.","otro"
"Asunto: Hackathon Pascual Bravo 2026. Se abren inscripciones para el Hackathon institucional. Premios para los tres primeros lugares. Fecha: 2 y 9 de julio.","evento"
"Asunto: Quiz programado Termodinámica. Recordatorio: el próximo lunes se realizará el quiz 5 de Termodinámica. Temas a evaluar: POO. Material de apoyo disponible en el portal estudiantil.","tarea"
"Asunto: Invitación: Conferencia de data science. El Pascual Bravo invita a toda la comunidad estudiantil a la conferencia 'Ingeniería para la sostenibilidad' el lunes 17 de julio a las 11:00 PM en el auditorio principal.","evento"
"Asunto: Encuesta de satisfacción. Apreciado estudiante, dedique 5 minutos a responder la encuesta de satisfacción institucional. Su opinión es muy importante para nosotros.","otro"
"Asunto: Intercambio virtual internacional. Programa de intercambio virtual con universidades de Brasil. No requiere viajar, certificación internacional.","intercambio"
"Asunto: Entrega proyecto integrador. Recordatorio importante: la primera entrega del proyecto integrador de Emprendimiento es este jueves 6 de diciembre. Subir avance en Moodle.","tarea"
"Asunto: Informe de laboratorio Programación I. Profesor Juan Pablo Vélez solicita el informe de la práctica 7 antes del 11 de diciembre. Formato APA, máximo 10 páginas.","tarea"
"Asunto: Seguimiento egresado. Si eres próximo a graduarte, completa el formulario de seguimiento de egresados. Es muy importante para la institución.","otro"
"Asunto: Nota disponible Modelado 3D. Tu nota del trabajo de Modelado 3D ya fue cargada. Consulta en Google Classroom. Si tienes inquietudes, contacta al profesor Paula Andrea Cano.","nota"
"Asunto: Solicitud certificado. Para solicitar tu certificado de notas, ingresa a SICAU y radica la solicitud. Tiempo de respuesta: 5 días hábiles.","otro"
"Asunto: Nota disponible Diseño Mecánico. Tu nota del trabajo de Diseño Mecánico ya fue cargada. Consulta en SICAU. Si tienes inquietudes, contacta al profesor Catalina Ospina.","nota"
"Asunto: Cambio de aula Cálculo II. La clase de Cálculo II con el profesor Carlos Restrepo se traslada al aula A165 a partir de la próxima sesión.","anuncio"
"Asunto: Felicitaciones por excelencia académica. Estimado estudiante, en nombre del consejo académico le felicitamos por obtener el mejor promedio del semestre en Diseño Industrial. Su esfuerzo es ejemplar.","logro"
"Asunto: Corrección de nota Cálculo II. Tu nota del parcial 4 de Cálculo II fue corregida tras la reclamación. Nueva calificación disponible en SICAU.","nota"
"Asunto: Tarea Moodle - Termodinámica. Se habilitó en Moodle la tarea sobre estadística inferencial. Tienen hasta el sábado para resolverla. Solo un intento permitido.","tarea"
"Asunto: Inicio de matrículas 2027-1. La oficina de Registro y Control Académico informa que las matrículas para el periodo 2027-1 inician el 10 de junio.","anuncio"
"Asunto: Primer lugar concurso. Su equipo obtuvo el primer lugar en el concurso de diseño representando a la institución. Felicitaciones.","logro"
"Asunto: Donación libros biblioteca. La biblioteca recibe donaciones de libros académicos. Si tienes textos en buen estado, contáctanos.","otro"
"Asunto: Torneo deportivo interfacultades. Inscripciones abiertas para el torneo deportivo interfacultades en disciplinas como fútbol, voleibol y tenis de mesa.","evento"
"Asunto: Doble titulación con universidad de Alemania. Nueva oportunidad: programa de doble titulación con la Universidad de Roma en Alemania. Reuniones informativas próximamente.","intercambio"
"Asunto: Paro académico. Se informa a la comunidad estudiantil que se ha decretado paro académico por mantenimiento general. Las clases se reanudarán el 21 de agosto.","anuncio"
"Asunto: Parcial 2 Mecánica de Materiales. El segundo parcial de Mecánica de Materiales será el jueves 10 de octubre. Temas: recursividad. Llevar calculadora y documento de identidad.","tarea"
"Asunto: Entrega proyecto integrador. Recordatorio importante: la primera entrega del proyecto integrador de Cálculo I es este miércoles 7 de julio. Subir avance en Google Classroom.","tarea"
"Asunto: Taller 1 - Emprendimiento. Buenas tardes, en Microsoft Teams encuentran el taller número 1 correspondiente a la unidad de redes neuronales. Entrega individual antes del jueves 9 de noviembre.","tarea"
"Asunto: Beca DAAD para Alemania. La beca DAAD ofrece la posibilidad de estudiar un semestre en universidades alemanas. Postulaciones hasta el 21 de junio.","intercambio"
"Asunto: Reconocimiento liderazgo. La oficina de Bienestar le reconoce por su destacado liderazgo estudiantil durante el periodo 2025-2. Felicitaciones.","logro"
"Asunto: Quiz programado Sistemas Operativos. Recordatorio: el próximo sábado se realizará el quiz 8 de Sistemas Operativos. Temas a evaluar: fluidos. Material de apoyo disponible en Microsoft Teams.","tarea"
"Asunto: Pasantía investigación exterior. Convocatoria de pasantías de investigación en Corea del Sur para estudiantes de últimos semestres de ingeniería.","intercambio"
"Asunto: Trabajo final Cálculo I. Estudiantes del grupo G3C, se ha asignado el trabajo final de Cálculo I. Es en grupos de máximo 3 personas. Plazo de entrega: 25 de marzo. Pesos: 30% de la nota definitiva.","tarea"
"Asunto: Material disponible biblioteca. Nuevo material bibliográfico disponible sobre alimentación saludable en la biblioteca. Aprovecha estos recursos para tus proyectos.","otro"
"Asunto: Feria del libro académico. Se realizará la Feria del Libro Académico con descuentos especiales en libros técnicos y de ingeniería.","evento"
"Asunto: Inauguración laboratorio. Acto de inauguración del nuevo laboratorio de Inteligencia Artificial. Asistencia de directivos, docentes y estudiantes destacados.","evento"
"Asunto: Práctica de laboratorio Machine Learning. Estudiantes, para la próxima sesión de Machine Learning deben traer el preinforme de la práctica 8 sobre fluidos. Sin preinforme no se permite el ingreso al laboratorio.","tarea"
"Asunto: Encuesta de satisfacción. Apreciado estudiante, dedique 5 minutos a responder la encuesta de satisfacción institucional. Su opinión es muy importante para nosotros.","otro"
"Asunto: Evento de bienvenida primer semestre. La Institución da la bienvenida a los nuevos estudiantes el próximo sábado con actividades de integración.","evento"
"Asunto: Aviso importante - Pagos. Recordatorio: el plazo para el pago de matrícula del periodo 2027-1 vence el 3 de febrero.","anuncio"
"Asunto: Cambio contraseña institucional. Por seguridad, debe cambiar su contraseña del correo institucional cada 90 días. Plazo: 9 de agosto.","otro"
"Asunto: Intercambio Fulbright EE.UU. El programa Fulbright abre convocatoria para estudiantes colombianos. Aplica antes del 27 de febrero.","intercambio"
"Asunto: Foro académico internet de las cosas. La facultad de ingenierías organiza foro académico sobre internet de las cosas. Participación de docentes y estudiantes invitados.","evento"
"Asunto: Tarea Moodle - Ergonomía. Se habilitó en Moodle la tarea sobre modelado entidad-relación. Tienen hasta el martes para resolverla. Solo un intento permitido.","tarea"
"Asunto: Evento de bienvenida primer semestre. La Institución da la bienvenida a los nuevos estudiantes el próximo sábado con actividades de integración.","evento"
"Asunto: Felicitaciones - Premio innovación. Su proyecto 'Robot autónomo' ha sido seleccionado como ganador del premio a la innovación estudiantil. Felicitaciones.","logro"
"Asunto: Notas finales Diseño Mecánico. Las notas finales de Diseño Mecánico ya están disponibles en SICAU. Plazo para reclamos: 3 días hábiles después de la publicación.","nota"
"Asunto: Convocatoria monitor académico. Se abre convocatoria para monitores académicos en Emprendimiento. Beneficio económico y experiencia.","otro"
"Asunto: Servicio de transporte. La ruta universitaria modifica su recorrido a partir del 15 de agosto. Consulta los nuevos paraderos.","otro"
"Asunto: Nueva tarea en SICAU - Hidráulica y Neumática. Apreciado estudiante, el docente Ricardo Mejía ha publicado una nueva actividad para la materia Hidráulica y Neumática. Fecha límite de entrega: lunes 15 de julio. Por favor revisar la guía adjunta.","tarea"
"Asunto: Comunicado rectoral. Apreciada comunidad universitaria, el rector se permite informar nuevas disposiciones institucionales para el semestre 2026-2.","anuncio"
"Asunto: Convocatoria monitor académico. Se abre convocatoria para monitores académicos en Diseño Mecánico. Beneficio económico y experiencia.","otro"
"Asunto: Notas finales Sistemas Operativos. Las notas finales de Sistemas Operativos ya están disponibles en SICAU. Plazo para reclamos: 3 días hábiles después de la publicación.","nota"
"Asunto: Torneo deportivo interfacultades. Inscripciones abiertas para el torneo deportivo interfacultades en disciplinas como fútbol, voleibol y tenis de mesa.","evento"
"Asunto: Doble titulación con universidad de Australia. Nueva oportunidad: programa de doble titulación con la Universidad de Roma en Australia. Reuniones informativas próximamente.","intercambio"
"Asunto: Actividad pendiente en SICAU. Se le recuerda que tiene actividades pendientes por entregar en Automatización Industrial. Por favor revisar el cronograma actualizado.","tarea"
"Asunto: Modificación calendario académico. El calendario académico fue modificado. Nueva fecha de finalización del semestre: 6 de junio.","anuncio"
"Asunto: Resultado parcial Programación I. Estudiante, el resultado de tu parcial 3 de Programación I ya está cargado. Profesor Oscar Mauricio Ramírez.","nota"
"Asunto: Intercambio Fulbright EE.UU. El programa Fulbright abre convocatoria para estudiantes colombianos. Aplica antes del 19 de marzo.","intercambio"
"Asunto: Calificación habilitación Emprendimiento. Estudiante, tu calificación de la habilitación de Emprendimiento fue publicada. Consulta SICAU.","nota"
"Asunto: Inicio de matrículas 2026-1. La oficina de Registro y Control Académico informa que las matrículas para el periodo 2026-1 inician el 5 de marzo.","anuncio"
"Asunto: Cuestionario Ergonomía. Cuestionario disponible en Moodle sobre los temas de estadística inferencial. Fecha límite: martes a las 11:59 PM.","tarea"
"Asunto: Mención honorífica. El consejo académico le otorga mención honorífica por su trabajo de grado titulado 'Robot autónomo'.","logro"
"Asunto: Atención psicológica gratuita. Bienestar Universitario ofrece atención psicológica gratuita a estudiantes. Solicita tu cita en la oficina.","otro"
"Asunto: Programa de tutorías. La oficina de Bienestar ofrece tutorías gratuitas en Dibujo Técnico. Inscríbete antes del 3 de enero.","otro"
"Asunto: Notas finales Dibujo Técnico. Las notas finales de Dibujo Técnico ya están disponibles en SICAU. Plazo para reclamos: 3 días hábiles después de la publicación.","nota"
"Asunto: Práctica de laboratorio Diseño Mecánico. Estudiantes, para la próxima sesión de Diseño Mecánico deben traer el preinforme de la práctica 2 sobre recursividad. Sin preinforme no se permite el ingreso al laboratorio.","tarea"
"Asunto: Recordatorio entrega Física II. Recuerda que la entrega del taller 6 de Física II vence este martes. Sube tu trabajo en Microsoft Teams antes de las 11:59 PM. Atentamente, Alexander Marín.","tarea"
"Asunto: Activación cuenta egresados. Estimado próximo egresado, active su cuenta de egresado para acceder a beneficios exclusivos.","otro"
"Asunto: Actualización reglamento estudiantil. La Vicerrectoría Académica comunica modificaciones al reglamento estudiantil. Vigencia desde 3 de enero.","anuncio"
"Asunto: Premio mejor estudiante carrera. Ha sido nombrado mejor estudiante de Ingeniería de Sistemas del semestre. La ceremonia de entrega será el 3 de octubre.","logro"
"Asunto: Aviso importante - Pagos. Recordatorio: el plazo para el pago de matrícula del periodo 2026-1 vence el 13 de noviembre.","anuncio"
"Asunto: Programa de intercambio con Boston. Estudiantes de Ingeniería Electrónica, abierta convocatoria de intercambio con la Universidad de Boston. No requiere intermediario.","intercambio"
